2020-11-24T15:14:00.008-07:00,,files,20.812,69.462
2020-11-24T15:15:00.006-07:00,,files,20.812,69.462
2020-11-24T15:16:00.002-07:00,,files,20.812,69.462
2020-11-24T15:17:00.001-07:00,,files,20.812,69.462
2020-11-24T15:18:00.002-07:00,,files,20.812,69.462
2020-11-24T15:19:00.006-07:00,,files,20.812,69.462
2020-11-24T15:20:00.002-07:00,,files,20.812,69.462
2020-11-24T15:21:00.004-07:00,,files,20.812,69.462
2020-11-24T15:22:00.002-07:00,,files,20.812,69.462
2020-11-24T15:23:00.003-07:00,,files,20.812,69.462
2020-11-24T15:24:00.003-07:00,,files,20.812,69.462
2020-11-24T15:25:00.003-07:00,,files,20.812,69.462
2020-11-24T15:26:00.003-07:00,,files,20.812,69.462
2020-11-24T15:27:00.005-07:00,,files,20.812,69.462
2020-11-24T15:28:00.002-07:00,,files,20.812,69.462
2020-11-24T15:30:00.009-07:00,,files,20.812,69.462
2020-11-24T15:31:00.003-07:00,,files,20.812,69.462
